t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.035642,-29.150625,-11.996753,-0.001291,0.027179,0.097843,-0.301396,0.438694,0,trail,12
0.395542,-29.146400,-11.995746,-0.000966,0.018497,0.066590,-0.291024,0.424031,0,trail,12
0.428972,-29.146755,-11.995853,-0.000961,0.019078,0.068680,-0.293848,0.426384,0,trail,12
0.461796,-29.147003,-11.995924,-0.000968,0.019882,0.071574,-0.293776,0.426895,0,trail,12
0.494899,-29.147301,-11.995997,-0.000960,0.018060,0.065016,-0.290919,0.426461,0,trail,12
0.529007,-29.147579,-11.996069,-0.000950,0.016087,0.057914,-0.292886,0.427600,0,trail,12
0.562271,-29.147814,-11.996129,-0.000969,0.017006,0.061220,-0.294767,0.429651,0,trail,12
0.595390,-29.148220,-11.996231,-0.000955,0.017943,0.064595,-0.299270,0.434700,0,trail,12
0.628503,-29.148539,-11.996313,-0.000960,0.016863,0.060706,-0.306567,0.439267,0,trail,12
0.661583,-29.148764,-11.996368,-0.000972,0.016954,0.061033,-0.309945,0.442607,0,trail,12
0.694844,-29.149099,-11.996456,-0.000972,0.016852,0.060665,-0.318869,0.448001,0,trail,12
0.727845,-29.149313,-11.996510,-0.000982,0.016488,0.059355,-0.324268,0.451767,0,trail,12
0.761404,-29.149614,-11.996582,-0.000962,0.015954,0.057434,-0.331755,0.455917,0,trail,12
0.793566,-29.149811,-11.996630,-0.000953,0.015738,0.056655,-0.335020,0.457252,0,trail,12
0.827525,-29.150164,-11.996719,-0.000992,0.017992,0.064772,-0.340128,0.460754,0,trail,12
0.861057,-29.150366,-11.996767,-0.000975,0.017191,0.061888,-0.344062,0.463530,0,trail,12
0.894418,-29.150671,-11.996845,-0.000964,0.016164,0.058190,-0.346133,0.466594,0,trail,12
0.927156,-29.150875,-11.996893,-0.000967,0.016844,0.060637,-0.349703,0.468511,0,trail,12
0.960016,-29.151169,-11.996965,-0.000951,0.015276,0.054993,-0.350840,0.469083,0,trail,12
0.991938,-29.151415,-11.997026,-0.000945,0.015122,0.054439,-0.349113,0.467617,0,trail,12
1.026362,-29.151249,-11.996997,-0.000964,0.000760,0.002737,-0.347755,0.465385,0,trail,12
1.059066,-29.151257,-11.997001,-0.000972,0.001030,0.003708,-0.348150,0.465530,0,trail,12
1.092257,-29.151264,-11.997005,-0.000968,0.001536,0.005529,-0.347750,0.464924,0,trail,12
1.125024,-29.151266,-11.997006,-0.000956,0.001134,0.004082,-0.346374,0.463398,0,trail,12
1.158087,-29.151268,-11.997006,-0.000979,0.000738,0.002657,-0.347556,0.463928,0,trail,12
1.190558,-29.151268,-11.997010,-0.000960,0.001297,0.004668,-0.347975,0.464361,0,trail,12
1.223887,-29.151268,-11.997013,-0.000985,0.002135,0.007688,-0.347785,0.464177,0,trail,12
1.256617,-29.151279,-11.997015,-0.000926,0.001537,0.005532,-0.349265,0.465469,0,trail,12
1.290076,-29.151283,-11.997015,-0.000974,0.000363,0.001306,-0.348988,0.465077,0,trail,12
1.322683,-29.151291,-11.997016,-0.000960,0.000091,0.000326,-0.349219,0.465186,0,trail,12
1.355540,-29.151293,-11.997018,-0.000964,0.001110,0.003997,-0.349379,0.465422,0,trail,12
1.389394,-29.151293,-11.997018,-0.001015,0.001156,0.004162,-0.349859,0.466116,0,trail,12
1.422187,-29.151293,-11.997018,-0.000996,0.002180,0.007846,-0.350605,0.466930,0,trail,12
1.454563,-29.151293,-11.997018,-0.000954,0.001204,0.004335,-0.350689,0.466947,0,trail,12
1.487838,-29.151297,-11.997018,-0.000941,0.000363,0.001308,-0.351924,0.467907,0,trail,12
1.521066,-29.151297,-11.997019,-0.000955,0.000468,0.001684,-0.351881,0.468245,0,trail,12
1.554204,-29.151297,-11.997019,-0.000955,0.000000,0.000000,-0.351999,0.468331,0,trail,12
1.587365,-29.151297,-11.997019,-0.000938,0.000724,0.002606,-0.352003,0.468395,0,trail,12
1.620324,-29.151297,-11.997019,-0.000947,0.000502,0.001807,-0.352192,0.468536,0,trail,12
1.652833,-29.151297,-11.997019,-0.000940,0.000140,0.000504,-0.351938,0.468294,0,trail,12
