t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.035074,-9.982918,21.191713,-0.003007,0.488252,1.757706,-0.253779,0.450991,0,trail,4
0.392982,-9.980512,21.193415,-0.000875,0.008708,0.031348,-0.165743,0.543517,0,trail,4
0.426395,-9.980447,21.193659,-0.000896,0.020716,0.074577,-0.167088,0.552254,0,trail,4
0.459275,-9.980763,21.192734,-0.000894,0.009229,0.033226,-0.161835,0.556078,0,trail,4
0.492231,-9.980768,21.192699,-0.000890,0.005193,0.018693,-0.161878,0.557618,0,trail,4
0.525277,-9.980767,21.192682,-0.000916,0.003499,0.012596,-0.166060,0.555213,0,trail,4
0.558849,-9.980762,21.192665,-0.000954,0.002448,0.008812,-0.170525,0.550187,0,trail,4
0.591508,-9.980759,21.192657,-0.000927,0.000712,0.002563,-0.168979,0.550484,0,trail,4
0.624670,-9.980755,21.192654,-0.000891,0.001442,0.005192,-0.161865,0.548262,0,trail,4
0.657859,-9.980751,21.192652,-0.000935,0.001328,0.004779,-0.162642,0.546689,0,trail,4
0.690797,-9.980750,21.192648,-0.000937,0.000000,0.000000,-0.159826,0.545822,0,trail,4
0.723921,-9.980750,21.192640,-0.000906,0.000188,0.000676,-0.156137,0.546530,0,trail,4
0.757352,-9.980749,21.192640,-0.000921,0.000840,0.003024,-0.154511,0.545952,0,trail,4
0.790459,-9.980748,21.192635,-0.000897,0.000219,0.000787,-0.153002,0.546266,0,trail,4
0.823273,-9.980749,21.192631,-0.000896,0.000135,0.000487,-0.151138,0.546237,0,trail,4
0.856278,-9.980750,21.192629,-0.000907,0.000483,0.001738,-0.150805,0.546516,0,trail,4
0.889247,-9.980750,21.192627,-0.000908,0.000557,0.002005,-0.149670,0.547520,0,trail,4
0.922272,-9.980751,21.192627,-0.000925,0.001072,0.003858,-0.148719,0.548233,0,trail,4
0.955040,-9.980752,21.192623,-0.000920,0.000984,0.003543,-0.149615,0.546122,0,trail,4
0.988529,-9.980752,21.192623,-0.000913,0.000365,0.001314,-0.147843,0.548179,0,trail,4
1.022171,-9.980752,21.192623,-0.000923,0.000374,0.001348,-0.146688,0.547762,0,trail,4
1.055802,-9.980752,21.192623,-0.000920,0.000388,0.001397,-0.148776,0.546926,0,trail,4
1.088081,-9.980752,21.192623,-0.000935,0.000725,0.002610,-0.148043,0.546963,0,trail,4
1.121729,-9.980752,21.192623,-0.000919,0.000137,0.000495,-0.147369,0.546695,0,trail,4
1.154119,-9.980752,21.192623,-0.000947,0.002528,0.009099,-0.148174,0.547076,0,trail,4
1.187736,-9.980752,21.192623,-0.000923,0.000629,0.002265,-0.148270,0.546736,0,trail,4
1.220423,-9.980752,21.192623,-0.000924,0.000542,0.001949,-0.147640,0.547095,0,trail,4
1.253249,-9.980752,21.192623,-0.000912,0.000799,0.002876,-0.148121,0.546831,0,trail,4
1.286965,-9.980752,21.192623,-0.001006,0.010532,0.037916,-0.147076,0.549250,0,trail,4
1.320478,-9.980752,21.192623,-0.000930,0.001295,0.004663,-0.151012,0.545748,0,trail,4
1.353488,-9.980752,21.192623,-0.000919,0.000418,0.001503,-0.149765,0.545892,0,trail,4
1.386173,-9.980752,21.192623,-0.000944,0.000265,0.000952,-0.149459,0.545836,0,trail,4
1.419975,-9.980752,21.192623,-0.000932,0.000663,0.002385,-0.149739,0.546628,0,trail,4
1.453849,-9.980752,21.192623,-0.000910,0.000404,0.001454,-0.149440,0.546731,0,trail,4
1.486039,-9.980752,21.192623,-0.000921,0.000173,0.000622,-0.148280,0.546545,0,trail,4
1.518986,-9.980752,21.192623,-0.000942,0.001796,0.006465,-0.148296,0.547398,0,trail,4
1.552920,-9.980752,21.192623,-0.000908,0.000022,0.000078,-0.148985,0.547154,0,trail,4
1.585009,-9.980752,21.192623,-0.000919,0.000334,0.001201,-0.147900,0.547117,0,trail,4
1.618690,-9.980752,21.192623,-0.000913,0.000497,0.001788,-0.148415,0.547331,0,trail,4
1.651599,-9.980752,21.192623,-0.000923,0.000409,0.001473,-0.148640,0.546622,0,trail,4
1.684041,-9.980752,21.192623,-0.000916,0.000167,0.000602,-0.148834,0.546565,0,trail,4
1.717587,-9.980752,21.192623,-0.000949,0.001158,0.004169,-0.148891,0.546807,0,trail,4
1.750293,-9.980752,21.192623,-0.000943,0.001153,0.004152,-0.150423,0.545799,0,trail,4
1.783778,-9.980752,21.192623,-0.000895,0.001002,0.003607,-0.148938,0.546728,0,trail,4
1.816851,-9.980752,21.192623,-0.000916,0.000160,0.000576,-0.148366,0.548262,0,trail,4
1.849212,-9.980752,21.192623,-0.000920,0.000303,0.001091,-0.149086,0.548429,0,trail,4
1.882545,-9.980752,21.192623,-0.000920,0.000269,0.000969,-0.148969,0.547426,0,trail,4
1.915092,-9.980752,21.192623,-0.000923,0.000904,0.003253,-0.149280,0.547734,0,trail,4
1.948669,-9.980752,21.192623,-0.000916,0.001126,0.004055,-0.149005,0.547735,0,trail,4
1.981265,-9.980752,21.192623,-0.000914,0.000316,0.001136,-0.148514,0.547083,0,trail,4
2.015056,-9.980752,21.192623,-0.000927,0.000078,0.000281,-0.148201,0.547411,0,trail,4
2.048481,-9.980752,21.192623,-0.000947,0.001255,0.004519,-0.148831,0.547834,0,trail,4
2.081702,-9.980752,21.192623,-0.000931,0.000639,0.002302,-0.150377,0.546766,0,trail,4
2.114464,-9.980752,21.192623,-0.000915,0.000366,0.001316,-0.148601,0.547674,0,trail,4
2.147644,-9.980752,21.192623,-0.000935,0.001490,0.005365,-0.147856,0.548770,0,trail,4
2.180192,-9.980752,21.192623,-0.000925,0.000331,0.001191,-0.149019,0.547472,0,trail,4
2.213593,-9.980752,21.192623,-0.000945,0.001512,0.005443,-0.149067,0.547820,0,trail,4
2.246293,-9.980752,21.192623,-0.000932,0.000584,0.002102,-0.150053,0.547058,0,trail,4
2.279005,-9.987243,21.194347,-0.000697,0.201401,0.725044,-0.135539,0.593442,0,trail,4
2.312370,-9.990189,21.194801,-0.001825,0.202867,0.730322,-0.099438,0.670071,0,trail,4
2.345685,-10.004231,21.197948,-0.002323,0.385937,1.389374,-0.084084,0.758255,0,trail,4
2.377996,-10.017119,21.201401,-0.002505,0.400601,1.442162,-0.040657,0.769932,0,trail,4
