t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.038028,-60.200603,-14.989188,-0.000793,0.051769,0.186369,0.671162,0.472958,0,trail,13
0.397343,-60.204510,-14.988534,-0.000907,0.016917,0.060903,0.639554,0.459075,0,trail,13
0.430580,-60.204102,-14.988598,-0.000920,0.029489,0.106160,0.639538,0.462093,0,trail,13
0.463163,-60.204052,-14.988608,-0.000929,0.024457,0.088047,0.645872,0.461035,0,trail,13
0.496377,-60.203709,-14.988662,-0.000908,0.025857,0.093084,0.650400,0.461240,0,trail,13
0.529088,-60.204792,-14.988503,-0.000908,0.002071,0.007457,0.651967,0.461409,0,trail,13
0.562550,-60.205090,-14.988466,-0.000907,0.001877,0.006756,0.650735,0.459003,0,trail,13
0.595420,-60.205254,-14.988443,-0.000915,0.008094,0.029139,0.645713,0.457152,0,trail,13
0.627972,-60.205166,-14.988451,-0.000917,0.013879,0.049963,0.642372,0.456128,0,trail,13
0.661143,-60.205276,-14.988436,-0.000893,0.014490,0.052162,0.637478,0.456066,0,trail,13
0.694557,-60.205379,-14.988421,-0.000912,0.015893,0.057213,0.632422,0.457229,0,trail,13
0.727555,-60.205452,-14.988408,-0.000906,0.015228,0.054822,0.630339,0.455168,0,trail,13
0.760389,-60.205536,-14.988397,-0.000920,0.016928,0.060942,0.633697,0.456767,0,trail,13
0.793181,-60.207092,-14.988190,-0.000964,0.014014,0.050450,0.634239,0.455255,0,trail,13
0.826782,-60.207123,-14.988177,-0.000923,0.003839,0.013819,0.616523,0.452926,0,trail,13
0.859755,-60.207348,-14.988135,-0.000897,0.005429,0.019544,0.620545,0.453457,0,trail,13
0.891939,-60.207512,-14.988107,-0.000919,0.012921,0.046516,0.615191,0.450990,0,trail,13
0.925522,-60.207596,-14.988094,-0.000935,0.017213,0.061967,0.608051,0.451054,0,trail,13
0.958663,-60.207565,-14.988094,-0.000900,0.017687,0.063672,0.603910,0.451118,0,trail,13
0.991476,-60.207825,-14.988055,-0.000919,0.009217,0.033182,0.606260,0.448482,0,trail,13
1.025241,-60.208015,-14.988043,-0.000916,0.003843,0.013835,0.615194,0.451285,0,trail,13
1.058077,-60.208046,-14.988037,-0.000907,0.001492,0.005373,0.609241,0.449657,0,trail,13
1.091495,-60.208050,-14.988037,-0.000964,0.003252,0.011706,0.611721,0.450603,0,trail,13
1.124102,-60.208054,-14.988037,-0.000956,0.000352,0.001268,0.608342,0.449024,0,trail,13
1.157232,-60.208069,-14.988037,-0.000928,0.000412,0.001484,0.612358,0.449371,0,trail,13
1.189896,-60.208069,-14.988037,-0.000916,0.001049,0.003778,0.611251,0.449530,0,trail,13
1.222981,-60.208080,-14.988037,-0.000895,0.001077,0.003878,0.613087,0.449576,0,trail,13
1.256514,-60.208088,-14.988038,-0.000911,0.001796,0.006464,0.611940,0.449007,0,trail,13
1.288974,-60.208096,-14.988038,-0.000920,0.000694,0.002498,0.610920,0.448422,0,trail,13
1.322595,-60.208099,-14.988040,-0.000938,0.000143,0.000517,0.609033,0.447767,0,trail,13
1.355436,-60.208099,-14.988040,-0.000929,0.000301,0.001084,0.608676,0.447790,0,trail,13
1.388420,-60.208099,-14.988040,-0.000926,0.000744,0.002679,0.608573,0.447751,0,trail,13
1.421445,-60.208099,-14.988040,-0.000905,0.000963,0.003467,0.608636,0.447782,0,trail,13
1.454101,-60.208099,-14.988040,-0.000914,0.001141,0.004107,0.609806,0.447671,0,trail,13
1.487050,-60.208099,-14.988040,-0.000924,0.000381,0.001371,0.610501,0.447437,0,trail,13
1.520568,-60.208099,-14.988040,-0.000920,0.000411,0.001480,0.610474,0.447375,0,trail,13
1.553544,-60.208099,-14.988040,-0.000937,0.000623,0.002243,0.610337,0.447212,0,trail,13
1.586134,-60.208099,-14.988040,-0.000918,0.000341,0.001228,0.609984,0.447305,0,trail,13
1.619591,-60.208099,-14.988040,-0.000937,0.000744,0.002678,0.610404,0.447221,0,trail,13
1.652273,-60.208099,-14.988040,-0.000937,0.000459,0.001654,0.609795,0.447120,0,trail,13
1.685612,-60.208099,-14.988040,-0.000912,0.000785,0.002828,0.609416,0.447028,0,trail,13
1.718115,-60.208099,-14.988040,-0.000920,0.000892,0.003211,0.609916,0.447092,0,trail,13
1.750955,-60.208099,-14.988040,-0.000921,0.000356,0.001282,0.609177,0.447029,0,trail,13
1.784711,-60.208099,-14.988040,-0.000913,0.000384,0.001383,0.609105,0.446950,0,trail,13
1.817437,-60.208099,-14.988040,-0.000914,0.000214,0.000772,0.608806,0.446807,0,trail,13
1.850266,-60.208099,-14.988040,-0.000901,0.000596,0.002145,0.609132,0.446879,0,trail,13
1.883567,-60.208099,-14.988040,-0.000904,0.000015,0.000053,0.609202,0.446839,0,trail,13
1.916477,-60.208099,-14.988040,-0.000914,0.000400,0.001440,0.608505,0.447325,0,trail,13
