t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.035385,-37.900059,-27.999847,-0.000903,0.008857,0.031885,0.396490,0.532538,0,trail,14
0.373370,-37.899982,-28.000237,-0.000969,0.002723,0.009804,0.412717,0.520236,0,trail,14
0.407163,-37.899979,-28.000238,-0.000993,0.002232,0.008036,0.409486,0.519504,0,trail,14
0.439473,-37.899971,-28.000244,-0.000987,0.001103,0.003971,0.413706,0.516019,0,trail,14
0.473025,-37.899967,-28.000244,-0.001010,0.003769,0.013569,0.409261,0.517727,0,trail,14
0.511989,-37.899963,-28.000244,-0.000928,0.002117,0.007621,0.415115,0.515062,0,trail,14
0.544413,-37.899960,-28.000248,-0.000908,0.001150,0.004142,0.416497,0.513420,0,trail,14
0.577931,-37.899956,-28.000252,-0.000932,0.000685,0.002466,0.418266,0.512899,0,trail,14
0.610302,-37.899956,-28.000254,-0.000950,0.000660,0.002377,0.415203,0.512265,0,trail,14
0.643299,-37.899956,-28.000254,-0.000936,0.003243,0.011675,0.415633,0.512861,0,trail,14
0.677219,-37.899956,-28.000254,-0.000925,0.001348,0.004853,0.412227,0.512118,0,trail,14
0.710304,-37.899956,-28.000254,-0.000930,0.002468,0.008885,0.412820,0.511843,0,trail,14
0.742894,-37.899956,-28.000254,-0.000911,0.001168,0.004206,0.410323,0.511415,0,trail,14
0.775857,-37.899956,-28.000254,-0.000925,0.000460,0.001657,0.411461,0.512314,0,trail,14
0.808297,-37.899956,-28.000254,-0.001000,0.000784,0.002823,0.413973,0.511193,0,trail,14
0.841906,-37.899956,-28.000254,-0.000951,0.000384,0.001384,0.414401,0.511118,0,trail,14
0.875080,-37.899956,-28.000254,-0.000914,0.000321,0.001157,0.410776,0.511770,0,trail,14
0.908201,-37.899956,-28.000254,-0.000917,0.001415,0.005092,0.411274,0.511644,0,trail,14
0.940787,-37.899956,-28.000254,-0.000915,0.001234,0.004442,0.411179,0.511886,0,trail,14
0.974177,-37.899956,-28.000254,-0.000918,0.000311,0.001119,0.413607,0.511065,0,trail,14
1.006480,-37.899956,-28.000254,-0.000916,0.002533,0.009118,0.412070,0.511820,0,trail,14
1.040068,-37.899956,-28.000254,-0.000887,0.000244,0.000877,0.411241,0.511192,0,trail,14
1.072674,-37.899956,-28.000254,-0.000890,0.001740,0.006265,0.412625,0.511778,0,trail,14
1.105860,-37.899956,-28.000254,-0.000923,0.001079,0.003885,0.411365,0.511600,0,trail,14
1.139066,-37.899956,-28.000254,-0.000926,0.000531,0.001910,0.411782,0.511392,0,trail,14
