t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
2.433117,-8.498179,-14.689525,-0.000945,0.003738,0.013459,0.180912,0.492178,0,trail,3
2.465735,-8.498195,-14.689463,-0.000905,0.007139,0.025699,0.183804,0.492566,0,trail,3
2.499498,-8.501492,-14.679311,-0.000806,0.228235,0.821645,0.400778,0.559066,0,trail,3
2.532059,-8.504193,-14.671541,-0.002443,0.311563,1.121628,0.319314,0.569824,0,trail,3
2.565576,-8.508069,-14.660519,-0.002378,0.391924,1.410925,0.371872,0.606232,0,trail,3
2.597863,-8.512480,-14.648734,-0.002327,0.394310,1.419518,0.264947,0.612242,0,trail,3
2.631408,-8.516741,-14.636789,-0.002206,0.421056,1.515803,0.441144,0.662574,0,trail,3
2.663929,-8.521754,-14.624416,-0.001765,0.402999,1.450796,0.432874,0.631002,0,trail,3
2.697388,-8.527685,-14.612231,-0.001385,0.444360,1.599697,0.321696,0.579543,0,trail,3
2.729952,-8.532002,-14.602389,-0.001251,0.412490,1.484964,0.291103,0.605193,0,trail,3
2.763077,-8.538031,-14.587463,-0.001037,0.421481,1.517332,0.215412,0.629789,0,trail,3
2.796347,-8.543206,-14.574729,-0.000900,0.443255,1.595717,0.279274,0.663983,0,trail,3
2.828716,-8.549376,-14.560436,-0.000941,0.437676,1.575634,0.312190,0.668249,0,trail,3
2.861969,-8.555696,-14.547086,-0.000999,0.445610,1.604195,0.261618,0.628374,0,trail,3
2.894829,-8.562072,-14.533465,-0.000962,0.495857,1.785084,0.179133,0.610767,0,trail,3
2.927991,-8.568331,-14.518163,-0.000943,0.526200,1.894321,0.286676,0.648703,0,trail,3
2.961428,-8.575460,-14.501456,-0.001148,0.528453,1.902429,0.346017,0.701512,0,trail,3
2.994478,-8.582665,-14.485366,-0.001133,0.563077,2.027079,0.346213,0.691825,0,trail,3
3.028005,-8.591807,-14.468259,-0.001241,0.593832,2.137795,0.394987,0.709983,0,trail,3
3.061086,-8.600718,-14.449452,-0.001319,0.605901,2.181245,0.377315,0.721127,0,trail,3
3.093841,-8.611035,-14.430233,-0.001175,0.628362,2.262102,0.372853,0.725543,0,trail,3
3.127675,-8.621332,-14.409028,-0.001427,0.675893,2.433216,0.366172,0.727467,0,trail,3
3.161105,-8.630224,-14.392741,-0.001458,0.698877,2.515959,0.358925,0.706909,0,trail,3
3.194391,-8.640828,-14.370737,-0.001315,0.710489,2.557759,0.426102,0.672407,0,trail,3
3.226689,-8.651761,-14.349692,-0.001393,0.769260,2.769336,0.441471,0.692489,0,trail,3
3.260018,-8.665231,-14.325333,-0.001460,0.766434,2.759164,0.450238,0.688080,0,trail,3
3.292877,-8.674920,-14.308943,-0.001367,0.796446,2.867204,0.468919,0.679154,0,trail,3
3.326371,-8.691892,-14.277739,-0.001532,0.827394,2.978618,0.450406,0.700070,0,trail,3
3.359100,-8.706595,-14.253689,-0.001458,0.853386,3.072190,0.445756,0.668194,0,trail,3
3.392533,-8.720855,-14.229255,-0.001427,0.874748,3.149093,0.462787,0.644481,0,trail,3
3.425678,-8.735841,-14.204499,-0.001324,0.923915,3.326095,0.416388,0.615915,0,trail,3
3.458880,-8.752092,-14.179197,-0.001378,0.933777,3.361596,0.396227,0.617778,0,trail,3
3.492678,-8.768311,-14.153946,-0.001322,0.929512,3.346244,0.414922,0.606404,0,trail,3
3.526570,-8.786399,-14.127938,-0.001395,0.955608,3.440188,0.402394,0.623148,0,trail,3
3.559232,-8.807222,-14.098399,-0.001256,0.982896,3.538426,0.346765,0.683614,0,trail,3
3.590795,-8.821671,-14.077843,-0.001190,1.020328,3.673182,0.335468,0.717748,0,trail,3
3.623763,-8.845149,-14.046296,-0.001496,1.042545,3.753163,0.333480,0.723130,0,trail,3
3.656857,-8.865482,-14.018589,-0.001441,1.091509,3.929433,0.371270,0.743418,0,trail,3
3.689771,-8.885236,-13.991823,-0.001396,1.137117,4.093621,0.277526,0.747467,0,trail,3
3.722736,-8.911317,-13.958686,-0.001608,1.145015,4.122054,0.278652,0.739574,0,trail,3
3.756581,-8.932734,-13.931555,-0.001503,1.177098,4.237553,0.239583,0.755215,0,trail,3
3.789263,-8.959466,-13.898356,-0.001521,1.213695,4.369301,0.345246,0.738525,0,trail,3
3.822270,-8.983074,-13.869122,-0.001715,1.241472,4.469301,0.350153,0.758918,0,trail,3
3.855535,-9.012714,-13.834447,-0.001517,1.289153,4.640953,0.344043,0.759983,0,trail,3
3.888462,-9.039715,-13.801886,-0.001947,1.330977,4.791516,0.289408,0.741496,0,trail,3
3.921477,-9.071301,-13.768043,-0.001843,1.335381,4.807372,0.313380,0.722815,0,trail,3
3.954013,-9.098114,-13.738216,-0.001706,1.366390,4.919005,0.341504,0.720168,0,trail,3
3.987375,-9.134030,-13.700545,-0.001586,1.384650,4.984741,0.277148,0.697334,0,trail,3
4.021170,-9.167025,-13.666596,-0.001513,1.417797,5.104068,0.277835,0.705854,0,trail,3
4.053971,-9.197808,-13.635616,-0.001403,1.447763,5.211947,0.217688,0.709381,0,trail,3
4.087547,-9.227467,-13.606312,-0.001324,1.442220,5.191991,0.296465,0.700367,0,trail,3
4.120556,-9.269457,-13.565954,-0.001454,1.468756,5.287521,0.272697,0.687884,0,trail,3
4.152987,-9.299525,-13.539244,-0.001356,1.463289,5.267839,0.411821,0.620992,0,trail,3
4.186418,-9.340035,-13.503840,-0.001250,1.501738,5.406258,0.456190,0.585954,0,trail,3
4.219015,-9.375492,-13.473269,-0.001352,1.514029,5.450504,0.420970,0.646267,0,trail,3
4.252516,-9.415714,-13.442101,-0.001348,1.476166,5.314199,0.497952,0.599168,0,trail,3
4.285653,-9.452737,-13.413539,-0.001198,1.487637,5.355492,0.521732,0.588926,0,trail,3
4.318748,-9.491776,-13.386093,-0.001131,1.486530,5.351508,0.551000,0.591615,0,trail,3
4.351926,-9.535529,-13.356686,-0.000898,1.473049,5.302978,0.553282,0.569614,0,trail,3
4.385120,-9.574295,-13.332442,-0.000913,1.461146,5.260125,0.545687,0.575737,0,trail,3
4.417861,-9.614515,-13.308919,-0.000855,1.448344,5.214037,0.545776,0.562346,0,trail,3
4.451424,-9.662464,-13.283234,-0.000713,1.441323,5.188761,0.554676,0.582357,0,trail,3
4.484522,-9.700093,-13.264554,-0.000779,1.482543,5.337154,0.551441,0.625131,0,trail,3
4.517660,-9.743781,-13.243911,-0.000959,1.477440,5.318783,0.465175,0.656931,0,trail,3
4.550731,-9.790514,-13.223931,-0.000854,1.471545,5.297562,0.561734,0.676362,0,trail,3
4.583520,-9.836463,-13.205627,-0.001033,1.489784,5.363222,0.524730,0.674548,0,trail,3
4.616327,-9.886899,-13.187157,-0.000960,1.486274,5.350585,0.477250,0.647164,0,trail,3
4.649339,-9.926921,-13.174144,-0.001075,1.523840,5.485826,0.439205,0.657626,0,trail,3
4.682447,-9.981062,-13.157367,-0.001197,1.510144,5.436519,0.467915,0.661397,0,trail,3
4.715502,-10.025753,-13.144518,-0.001080,1.516729,5.460223,0.345376,0.695835,0,trail,3
4.747814,-10.075592,-13.131651,-0.001193,1.546968,5.569086,0.264453,0.679570,0,trail,3
4.780838,-10.121440,-13.120743,-0.001191,1.552538,5.589136,0.284528,0.692637,0,trail,3
4.814639,-10.175326,-13.109238,-0.001088,1.543708,5.557349,0.344414,0.718797,0,trail,3
4.847571,-10.231713,-13.097972,-0.001137,1.591697,5.730110,0.264308,0.673933,0,trail,3
4.879862,-10.276696,-13.089667,-0.001211,1.603235,5.771647,0.259123,0.662798,0,trail,3
4.912997,-10.335166,-13.080351,-0.001244,1.609063,5.792626,0.212975,0.665687,0,trail,3
4.946570,-10.384233,-13.073182,-0.001236,1.600252,5.760907,0.113388,0.626950,0,trail,3
4.979431,-10.435887,-13.066751,-0.001135,1.612378,5.804561,0.083139,0.588064,0,trail,3
5.012499,-10.485662,-13.059858,-0.001132,1.616859,5.820691,0.004336,0.582991,0,trail,3
5.044865,-10.543692,-13.052166,-0.001024,1.620125,5.832451,0.001861,0.597386,0,trail,3
5.078063,-10.594249,-13.045149,-0.000999,1.608192,5.789493,0.008491,0.612502,0,trail,3
5.111231,-10.643050,-13.038052,-0.000964,1.602581,5.769293,-0.079132,0.603921,0,trail,3
5.144184,-10.701283,-13.029439,-0.000949,1.599272,5.757378,-0.147346,0.585185,0,trail,3
5.177680,-10.748907,-13.021107,-0.000937,1.593907,5.738064,-0.119653,0.578076,0,trail,3
5.211505,-10.804693,-13.010984,-0.000846,1.580762,5.690745,-0.125616,0.550368,0,trail,3
5.244318,-10.851667,-13.001415,-0.000795,1.578425,5.682329,-0.108127,0.529305,0,trail,3
5.277577,-10.904798,-12.990523,-0.000841,1.562910,5.626474,-0.136761,0.522509,0,trail,3
5.310263,-10.954840,-12.979970,-0.000803,1.542723,5.553802,-0.156845,0.515507,0,trail,3
5.343143,-11.003088,-12.969059,-0.000745,1.524333,5.487599,-0.223467,0.496510,0,trail,3
5.375993,-11.055190,-12.956086,-0.000591,1.495035,5.382125,-0.222656,0.458403,0,trail,3
5.409116,-11.095735,-12.945048,-0.000521,1.464791,5.273249,-0.252432,0.450968,0,trail,3
5.442436,-11.139118,-12.932178,-0.000366,1.434212,5.163163,-0.240753,0.469568,0,trail,3
5.475548,-11.185736,-12.917221,-0.000280,1.408239,5.069661,-0.295877,0.404651,0,trail,3
5.507755,-11.231437,-12.901323,-0.000227,1.390015,5.004053,-0.289626,0.406091,0,trail,3
5.541044,-11.274499,-12.884973,-0.000207,1.343634,4.837083,-0.352049,0.429994,0,trail,3
5.574501,-11.312061,-12.869239,-0.000116,1.335766,4.808757,-0.409622,0.460370,0,trail,3
5.607253,-11.350623,-12.852022,-0.000106,1.305978,4.701519,-0.436841,0.428943,0,trail,3
5.640459,-11.394616,-12.830781,-0.000343,1.311924,4.722926,-0.380237,0.475561,0,trail,3
5.672860,-11.429567,-12.812985,-0.000336,1.279694,4.606899,-0.456408,0.469536,0,trail,3
5.706230,-11.467494,-12.792101,-0.000297,1.254747,4.517090,-0.490676,0.469500,0,trail,3
5.739713,-11.506583,-12.768633,-0.000290,1.257769,4.527968,-0.474841,0.464775,0,trail,3
5.773389,-11.540358,-12.747606,-0.000424,1.233200,4.439519,-0.431880,0.464886,0,trail,3
5.806636,-11.573698,-12.724711,-0.000420,1.232012,4.435242,-0.402241,0.479061,0,trail,3
5.839678,-11.604218,-12.702599,-0.000416,1.223856,4.405882,-0.387958,0.484247,0,trail,3
5.872977,-11.636952,-12.677784,-0.000539,1.214628,4.372663,-0.370740,0.496068,0,trail,3
5.906331,-11.672450,-12.648773,-0.000499,1.208575,4.350869,-0.301769,0.519155,0,trail,3
5.938766,-11.701421,-12.624571,-0.000583,1.201292,4.324652,-0.319490,0.555466,0,trail,3
5.971795,-11.729553,-12.599716,-0.000607,1.195238,4.302858,-0.263378,0.535051,0,trail,3
6.005664,-11.757117,-12.574445,-0.000672,1.200632,4.322275,-0.255347,0.555294,0,trail,3
6.037868,-11.788539,-12.545765,-0.000755,1.207466,4.346876,-0.132116,0.539662,0,trail,3
6.071429,-11.815724,-12.520364,-0.000921,1.212896,4.366426,-0.127210,0.522896,0,trail,3
6.104290,-11.848891,-12.489817,-0.000879,1.210811,4.358918,-0.127396,0.533969,0,trail,3
6.137424,-11.876755,-12.464378,-0.000892,1.207354,4.346474,-0.112549,0.522893,0,trail,3
6.169781,-11.905048,-12.436430,-0.000935,1.210476,4.357713,-0.092729,0.506764,0,trail,3
6.203272,-11.933556,-12.408914,-0.000930,1.207616,4.347417,-0.138235,0.517905,0,trail,3
6.235989,-11.963325,-12.380958,-0.000951,1.200928,4.323341,-0.106940,0.518336,0,trail,3
6.269034,-11.991361,-12.352893,-0.000943,1.201640,4.325903,-0.040090,0.497149,0,trail,3
6.302690,-12.020678,-12.323282,-0.000915,1.198051,4.312983,0.032162,0.524832,0,trail,3
6.336134,-12.047047,-12.297629,-0.000922,1.194720,4.300993,0.067929,0.516714,0,trail,3
6.369473,-12.073987,-12.271910,-0.000950,1.186931,4.272950,0.033770,0.483846,0,trail,3
6.402467,-12.105444,-12.242184,-0.000950,1.181816,4.254537,0.091601,0.499706,0,trail,3
6.435040,-12.135367,-12.214635,-0.000946,1.176393,4.235015,0.093758,0.487808,0,trail,3
6.467841,-12.162748,-12.190303,-0.000903,1.171395,4.217021,0.128879,0.465402,0,trail,3
6.500789,-12.191820,-12.164514,-0.000882,1.159909,4.175673,0.185869,0.466951,0,trail,3
6.534085,-12.215948,-12.144139,-0.000826,1.155124,4.158446,0.234239,0.485870,0,trail,3
6.567262,-12.250261,-12.115285,-0.000831,1.142706,4.113743,0.218542,0.501514,0,trail,3
6.600014,-12.279653,-12.091673,-0.000758,1.133116,4.079216,0.253410,0.509241,0,trail,3
6.632997,-12.306921,-12.070868,-0.000743,1.132849,4.078258,0.319143,0.521666,0,trail,3
6.666531,-12.336119,-12.048993,-0.000788,1.131001,4.071602,0.300188,0.536534,0,trail,3
6.699489,-12.365285,-12.028407,-0.000766,1.134967,4.085882,0.317867,0.550938,0,trail,3
6.732680,-12.398126,-12.004309,-0.000906,1.139849,4.103457,0.339595,0.551590,0,trail,3
6.764926,-12.429511,-11.984102,-0.000899,1.147490,4.130962,0.361169,0.547833,0,trail,3
6.798379,-12.465581,-11.960647,-0.001014,1.155149,4.158537,0.376088,0.562821,0,trail,3
6.830868,-12.495481,-11.942274,-0.000965,1.149341,4.137628,0.365622,0.578660,0,trail,3
6.864328,-12.527254,-11.923817,-0.000977,1.185480,4.267729,0.389822,0.594442,0,trail,3
6.897096,-12.564913,-11.903381,-0.000954,1.166809,4.200512,0.399181,0.608674,0,trail,3
6.930594,-12.599933,-11.885049,-0.000964,1.195726,4.304614,0.399367,0.611970,0,trail,3
6.962931,-12.631685,-11.869063,-0.001150,1.200078,4.320281,0.367450,0.593033,0,trail,3
6.995978,-12.665928,-11.852911,-0.001134,1.208517,4.350660,0.391304,0.584382,0,trail,3
7.029808,-12.705227,-11.835809,-0.001039,1.198456,4.314443,0.469545,0.573415,0,trail,3
7.063512,-12.745322,-11.818975,-0.001038,1.220450,4.393620,0.475927,0.563754,0,trail,3
7.096280,-12.780250,-11.804796,-0.001118,1.223172,4.403419,0.506913,0.597583,0,trail,3
7.129113,-12.820740,-11.790759,-0.001023,1.226390,4.415004,0.554368,0.610809,0,trail,3
7.162278,-12.860335,-11.777296,-0.001119,1.227715,4.419775,0.489233,0.670572,0,trail,3
7.194953,-12.895536,-11.766885,-0.000937,1.254069,4.514650,0.548674,0.641320,0,trail,3
7.228117,-12.938619,-11.754820,-0.001025,1.265548,4.555973,0.469375,0.693852,0,trail,3
7.261474,-12.978741,-11.744220,-0.001199,1.279574,4.606466,0.432910,0.734604,0,trail,3
7.294499,-13.021446,-11.734475,-0.001189,1.326320,4.774751,0.452300,0.687443,0,trail,3
7.327314,-13.060730,-11.725425,-0.001267,1.327036,4.777331,0.384994,0.747404,0,trail,3
7.359973,-13.109778,-11.715336,-0.001374,1.367437,4.922775,0.336869,0.771258,0,trail,3
7.393466,-13.156174,-11.706843,-0.001326,1.403622,5.053040,0.316722,0.798734,0,trail,3
7.425863,-13.200324,-11.698834,-0.001403,1.454714,5.236970,0.273164,0.805801,0,trail,3
7.459064,-13.249372,-11.690611,-0.001494,1.487192,5.353890,0.222090,0.826534,0,trail,3
7.492293,-13.290714,-11.684160,-0.001678,1.496124,5.386047,0.212727,0.833077,0,trail,3
7.524911,-13.347910,-11.675622,-0.001482,1.562002,5.623208,0.249929,0.806135,0,trail,3
7.558291,-13.395245,-11.668393,-0.001993,1.578489,5.682562,0.179167,0.828329,0,trail,3
7.589962,-13.452164,-11.662325,-0.001890,1.599534,5.758323,0.283329,0.778975,0,trail,3
7.622822,-13.500301,-11.656613,-0.001838,1.639722,5.902999,0.271601,0.797575,0,trail,3
7.656544,-13.558722,-11.650609,-0.001716,1.703940,6.134183,0.214080,0.799706,0,trail,3
7.689494,-13.612564,-11.645601,-0.001677,1.724521,6.208275,0.182309,0.789239,0,trail,3
7.722125,-13.675958,-11.640318,-0.001613,1.785004,6.426016,0.157054,0.805854,0,trail,3
7.755381,-13.725801,-11.636346,-0.002033,1.765247,6.354888,0.193193,0.791706,0,trail,3
7.788189,-13.788167,-11.633177,-0.001705,1.782346,6.416446,0.205444,0.789045,0,trail,3
7.821006,-13.846073,-11.630093,-0.001813,1.829884,6.587584,0.281775,0.784491,0,trail,3
7.854598,-13.905177,-11.628325,-0.001607,1.849378,6.657762,0.224971,0.795248,0,trail,3
7.887765,-13.970583,-11.626177,-0.001580,1.869176,6.729035,0.138199,0.817291,0,trail,3
7.920779,-14.036411,-11.625301,-0.001374,1.893798,6.817673,0.126597,0.826731,0,trail,3
7.954302,-14.098421,-11.623308,-0.001567,1.977956,7.120642,0.162007,0.852802,0,trail,3
7.987603,-14.167665,-11.623313,-0.001852,1.945965,7.005473,0.096334,0.817816,0,trail,3
8.021210,-14.229318,-11.623544,-0.001638,2.015198,7.254712,0.154781,0.820815,0,trail,3
8.053970,-14.295981,-11.623409,-0.001696,2.021930,7.278949,0.048530,0.838531,0,trail,3
8.087493,-14.356173,-11.624006,-0.001497,2.066702,7.440128,0.084026,0.824854,0,trail,3
8.119868,-14.436295,-11.625855,-0.001929,2.081988,7.495156,0.061132,0.834780,0,trail,3
8.153297,-14.497960,-11.626815,-0.001807,2.119444,7.629997,0.070519,0.824861,0,trail,3
8.186679,-14.562495,-11.627389,-0.001739,2.124867,7.649522,0.129264,0.818937,0,trail,3
8.219601,-14.635193,-11.629272,-0.001369,2.183162,7.859383,0.183594,0.860908,0,trail,3
8.252015,-14.715450,-11.632307,-0.001991,2.180231,7.848831,0.176772,0.860302,0,trail,3
8.285431,-14.788406,-11.636960,-0.001702,2.193112,7.895203,0.151778,0.828540,0,trail,3
8.317989,-14.863050,-11.641011,-0.001617,2.235324,8.047168,0.115759,0.883197,0,trail,3
8.351157,-14.930312,-11.645549,-0.001505,2.273167,8.183400,0.123542,0.869605,0,trail,3
8.384490,-15.008979,-11.651075,-0.001620,2.329368,8.385726,0.072128,0.858169,0,trail,3
8.416858,-15.077776,-11.655929,-0.001816,2.333367,8.400121,0.076984,0.891339,0,trail,3
8.449941,-15.167422,-11.663042,-0.001494,2.359751,8.495105,0.079201,0.883064,0,trail,3
8.483131,-15.245087,-11.668880,-0.001975,2.411295,8.680661,0.159635,0.887663,0,trail,3
8.516389,-15.322019,-11.677144,-0.001958,2.421957,8.719045,0.121506,0.854551,0,trail,3
8.549774,-15.394421,-11.683813,-0.001982,2.446383,8.806978,0.102268,0.878851,0,trail,3
8.582352,-15.488063,-11.693996,-0.001657,2.491193,8.968296,0.086524,0.873894,0,trail,3
8.615618,-15.569668,-11.702678,-0.001607,2.519308,9.069508,0.114652,0.885659,0,trail,3
8.648625,-15.649423,-11.711905,-0.001771,2.545384,9.163383,0.131839,0.891462,0,trail,3
8.681598,-15.730479,-11.722173,-0.001727,2.592624,9.333446,0.127823,0.853776,0,trail,3
8.714187,-15.818421,-11.733335,-0.001668,2.604336,9.375611,0.162809,0.863159,0,trail,3
8.747638,-15.904868,-11.745060,-0.001698,2.620556,9.434001,0.152084,0.862534,0,trail,3
8.780779,-15.996870,-11.758950,-0.001558,2.667081,9.601493,0.097146,0.851766,0,trail,3
8.813975,-16.080832,-11.771372,-0.001608,2.654450,9.556019,0.090747,0.857417,0,trail,3
8.847077,-16.170565,-11.785514,-0.001463,2.704418,9.735904,0.067092,0.845978,0,trail,3
8.880416,-16.255991,-11.799489,-0.001459,2.694421,9.699917,0.101037,0.832204,0,trail,3
8.912992,-16.345711,-11.814137,-0.001353,2.734678,9.844842,0.103953,0.827251,0,trail,3
8.946250,-16.423615,-11.827857,-0.001554,2.710253,9.756909,0.110713,0.831899,0,trail,3
8.978853,-16.526520,-11.846727,-0.001524,2.775001,9.990004,0.183661,0.811325,0,trail,3
9.011926,-16.611870,-11.863692,-0.001524,2.731358,9.832889,0.184255,0.799005,0,trail,3
9.045403,-16.690748,-11.880424,-0.001319,2.760110,9.936396,0.101982,0.772618,0,trail,3
