t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.902771,-9.973962,21.210262,-0.000933,0.017008,0.061228,-0.025226,0.500447,0,trail,4
0.935828,-9.973831,21.210764,-0.000902,0.008528,0.030700,-0.028816,0.498209,0,trail,4
0.969074,-9.973843,21.210766,-0.000921,0.016722,0.060198,-0.023654,0.503225,0,trail,4
1.001981,-9.973906,21.210562,-0.000922,0.004667,0.016801,-0.024344,0.500206,0,trail,4
1.035527,-9.973880,21.210684,-0.000922,0.010741,0.038667,-0.029724,0.499183,0,trail,4
1.068570,-9.973825,21.210930,-0.000916,0.014019,0.050468,-0.016928,0.503226,0,trail,4
1.101858,-9.973783,21.211102,-0.000930,0.017475,0.062912,-0.018566,0.505432,0,trail,4
1.135056,-9.973854,21.210854,-0.000922,0.008862,0.031903,-0.018629,0.502945,0,trail,4
1.167873,-9.973931,21.210617,-0.000909,0.006464,0.023272,-0.026294,0.498334,0,trail,4
1.200977,-9.973967,21.210529,-0.000914,0.003191,0.011489,-0.026843,0.500265,0,trail,4
1.233536,-9.974047,21.210274,-0.000907,0.006551,0.023584,-0.025471,0.498804,0,trail,4
1.267087,-9.974065,21.210247,-0.000957,0.011079,0.039884,-0.025231,0.498389,0,trail,4
1.299984,-9.974013,21.210468,-0.000935,0.018061,0.065020,-0.023869,0.504000,0,trail,4
1.333189,-9.974010,21.210491,-0.000912,0.017122,0.061639,-0.021310,0.502985,0,trail,4
1.367165,-9.974136,21.210077,-0.000925,0.015747,0.056689,-0.024713,0.504441,0,trail,4
1.400653,-9.974196,21.209887,-0.000928,0.018591,0.066927,-0.030440,0.500876,0,trail,4
1.434011,-9.974203,21.209894,-0.000921,0.006904,0.024855,-0.030766,0.496562,0,trail,4
1.467195,-9.974121,21.210131,-0.000888,0.001932,0.006956,-0.025135,0.496995,0,trail,4
1.500568,-9.974128,21.210112,-0.000912,0.001728,0.006222,-0.030073,0.498531,0,trail,4
1.533556,-9.974132,21.210108,-0.000941,0.001009,0.003632,-0.037984,0.498223,0,trail,4
1.566635,-9.974134,21.210100,-0.000928,0.000402,0.001446,-0.041876,0.496168,0,trail,4
1.599549,-9.974134,21.210100,-0.000926,0.000644,0.002319,-0.043266,0.496230,0,trail,4
1.633179,-9.974136,21.210093,-0.000924,0.000581,0.002092,-0.041625,0.496316,0,trail,4
1.667177,-9.974137,21.210091,-0.000905,0.001717,0.006180,-0.038829,0.496604,0,trail,4
1.701080,-9.974138,21.210087,-0.000905,0.000259,0.000932,-0.038164,0.496493,0,trail,4
