t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.602314,-37.918266,-28.009260,-0.000933,0.004708,0.016950,-0.337234,0.452375,0,trail,14
0.635530,-37.918320,-28.009228,-0.000887,0.011826,0.042574,-0.332184,0.472290,0,trail,14
0.668328,-37.918186,-28.009312,-0.000891,0.004455,0.016039,-0.347424,0.451928,0,trail,14
0.701878,-37.918152,-28.009312,-0.000934,0.005298,0.019074,-0.342596,0.462006,0,trail,14
0.734822,-37.917938,-28.009434,-0.000922,0.012409,0.044674,-0.336304,0.458506,0,trail,14
0.767464,-37.917950,-28.009417,-0.000941,0.003398,0.012234,-0.342200,0.442878,0,trail,14
0.799684,-37.917648,-28.009584,-0.000915,0.012992,0.046772,-0.337222,0.455127,0,trail,14
0.832294,-37.917583,-28.009617,-0.000910,0.001227,0.004419,-0.333446,0.457568,0,trail,14
0.865203,-37.917667,-28.009562,-0.000921,0.005995,0.021582,-0.331456,0.458201,0,trail,14
0.899018,-37.917938,-28.009403,-0.000934,0.011229,0.040426,-0.333055,0.478371,0,trail,14
0.932619,-37.918087,-28.009315,-0.000897,0.012074,0.043465,-0.326648,0.475525,0,trail,14
0.965159,-37.918079,-28.009321,-0.000891,0.005599,0.020155,-0.327037,0.473908,0,trail,14
0.998396,-37.918236,-28.009220,-0.000909,0.011871,0.042734,-0.331654,0.475249,0,trail,14
1.032476,-37.918045,-28.009323,-0.000883,0.005491,0.019769,-0.338352,0.453342,0,trail,14
1.065758,-37.917732,-28.009504,-0.000896,0.005306,0.019103,-0.341321,0.452211,0,trail,14
1.098537,-37.917732,-28.009508,-0.000920,0.003218,0.011584,-0.325940,0.454912,0,trail,14
1.131919,-37.917732,-28.009506,-0.000922,0.001242,0.004471,-0.330980,0.449854,0,trail,14
1.164177,-37.917736,-28.009512,-0.000913,0.000802,0.002886,-0.328707,0.452109,0,trail,14
1.197468,-37.917736,-28.009514,-0.000913,0.000556,0.002000,-0.333000,0.449647,0,trail,14
1.230510,-37.917736,-28.009518,-0.000913,0.000939,0.003381,-0.329338,0.452382,0,trail,14
1.263518,-37.917732,-28.009514,-0.000898,0.000657,0.002366,-0.333301,0.450750,0,trail,14
1.296357,-37.917740,-28.009512,-0.000936,0.002498,0.008991,-0.335539,0.449957,0,trail,14
1.329541,-37.917740,-28.009508,-0.000901,0.000661,0.002379,-0.335271,0.449275,0,trail,14
1.362207,-37.917740,-28.009506,-0.000944,0.000499,0.001798,-0.338222,0.448369,0,trail,14
1.395926,-37.917744,-28.009506,-0.000968,0.000745,0.002680,-0.341614,0.445372,0,trail,14
1.428425,-37.917744,-28.009506,-0.000952,0.002987,0.010754,-0.341095,0.446989,0,trail,14
1.461646,-37.917744,-28.009506,-0.000905,0.000452,0.001629,-0.334903,0.448251,0,trail,14
1.494575,-37.917744,-28.009506,-0.000910,0.000710,0.002557,-0.338676,0.445466,0,trail,14
1.527704,-37.917744,-28.009506,-0.000935,0.000847,0.003048,-0.338640,0.444910,0,trail,14
1.560622,-37.917744,-28.009506,-0.000926,0.000987,0.003555,-0.340099,0.446462,0,trail,14
1.593178,-37.917744,-28.009506,-0.000951,0.001255,0.004519,-0.340291,0.444156,0,trail,14
1.626174,-37.917744,-28.009506,-0.000907,0.001721,0.006195,-0.341612,0.443192,0,trail,14
1.659076,-37.917744,-28.009506,-0.000933,0.003534,0.012722,-0.339655,0.446647,0,trail,14
