t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.035545,-67.008270,317.968536,-0.001051,0.022060,0.079417,0.549506,0.499417,0,trail,11
0.369151,-67.010880,317.963776,-0.000892,0.001815,0.006532,0.531868,0.498001,0,trail,11
0.402401,-67.010895,317.963776,-0.000938,0.007973,0.028702,0.536686,0.497182,0,trail,11
0.435777,-67.010796,317.964050,-0.000907,0.001286,0.004631,0.546304,0.493804,0,trail,11
0.470336,-67.010582,317.964630,-0.000905,0.019516,0.070256,0.536846,0.504522,0,trail,11
0.503054,-67.010452,317.964996,-0.000946,0.009836,0.035410,0.537615,0.499914,0,trail,11
0.536100,-67.010277,317.965485,-0.000926,0.023297,0.083869,0.536570,0.505436,0,trail,11
0.569063,-67.010284,317.965393,-0.000911,0.002283,0.008218,0.528599,0.500678,0,trail,11
0.601776,-67.010078,317.965973,-0.000933,0.018679,0.067243,0.540046,0.503055,0,trail,11
0.634574,-67.010109,317.965881,-0.000902,0.003417,0.012302,0.527158,0.503808,0,trail,11
0.668103,-67.010025,317.966034,-0.000922,0.010316,0.037137,0.534475,0.500115,0,trail,11
0.701039,-67.010063,317.965942,-0.000945,0.009741,0.035069,0.547138,0.495457,0,trail,11
0.732655,-67.010025,317.966034,-0.000896,0.007766,0.027958,0.530089,0.502266,0,trail,11
0.765990,-67.009956,317.966248,-0.000892,0.011587,0.041714,0.525090,0.503805,0,trail,11
0.798794,-67.010002,317.966064,-0.000895,0.001326,0.004772,0.503818,0.510515,0,trail,11
0.832420,-67.009941,317.966248,-0.000915,0.004417,0.015902,0.513381,0.503351,0,trail,11
0.865539,-67.009727,317.966919,-0.000930,0.017767,0.063961,0.508509,0.509857,0,trail,11
0.898598,-67.009789,317.966736,-0.000920,0.007067,0.025442,0.501293,0.509860,0,trail,11
0.932209,-67.009918,317.966309,-0.000927,0.009314,0.033531,0.525535,0.504598,0,trail,11
0.964893,-67.010056,317.965942,-0.000921,0.017600,0.063359,0.545285,0.500012,0,trail,11
0.997437,-67.010040,317.966003,-0.000938,0.009293,0.033455,0.529443,0.504967,0,trail,11
1.031550,-67.009918,317.966309,-0.000895,0.004321,0.015556,0.488454,0.511096,0,trail,11
1.065219,-67.009918,317.966309,-0.000884,0.003510,0.012636,0.488822,0.512224,0,trail,11
1.097885,-67.009926,317.966370,-0.000910,0.003609,0.012992,0.492777,0.509232,0,trail,11
1.131218,-67.009926,317.966309,-0.000905,0.001153,0.004149,0.490898,0.509053,0,trail,11
1.164000,-67.009933,317.966278,-0.000904,0.002125,0.007649,0.496267,0.507093,0,trail,11
1.196774,-67.009933,317.966278,-0.000934,0.000891,0.003209,0.498440,0.506063,0,trail,11
1.229485,-67.009933,317.966278,-0.000917,0.000062,0.000222,0.499611,0.505721,0,trail,11
1.262665,-67.009933,317.966278,-0.000926,0.001771,0.006377,0.498212,0.506507,0,trail,11
1.295980,-67.009933,317.966278,-0.000904,0.001055,0.003796,0.498162,0.506896,0,trail,11
1.329335,-67.009933,317.966278,-0.000880,0.000888,0.003195,0.497784,0.505946,0,trail,11
1.361461,-67.009933,317.966278,-0.000884,0.000525,0.001892,0.494541,0.506541,0,trail,11
1.394663,-67.009933,317.966278,-0.000975,0.002888,0.010398,0.496160,0.507685,0,trail,11
1.428410,-67.009933,317.966278,-0.000925,0.001095,0.003944,0.497034,0.506802,0,trail,11
1.462003,-67.009933,317.966278,-0.000921,0.003197,0.011509,0.494567,0.507621,0,trail,11
1.494656,-67.009933,317.966278,-0.000907,0.001893,0.006815,0.495094,0.507162,0,trail,11
1.528430,-67.009933,317.966278,-0.000897,0.000788,0.002838,0.497203,0.506694,0,trail,11
1.562435,-67.009933,317.966278,-0.000894,0.001296,0.004665,0.494769,0.506769,0,trail,11
1.596122,-67.009933,317.966278,-0.000918,0.001574,0.005667,0.493524,0.507260,0,trail,11
