t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.035059,-67.016106,317.982117,-0.000807,0.088781,0.319612,0.111611,0.555469,0,trail,11
0.378462,-67.017769,317.978027,-0.000936,0.004379,0.015766,0.120529,0.521189,0,trail,11
0.411781,-67.017525,317.978485,-0.000936,0.018429,0.066346,0.119057,0.520411,0,trail,11
0.444709,-67.017616,317.978333,-0.000911,0.006054,0.021795,0.125034,0.524597,0,trail,11
0.477881,-67.017563,317.978394,-0.000889,0.006311,0.022719,0.120082,0.522133,0,trail,11
0.510397,-67.017456,317.978577,-0.000904,0.013280,0.047810,0.115140,0.518855,0,trail,11
0.543784,-67.017578,317.978333,-0.000925,0.007515,0.027055,0.123710,0.522948,0,trail,11
0.576424,-67.017570,317.978333,-0.000893,0.007732,0.027835,0.120143,0.521173,0,trail,11
0.609732,-67.017418,317.978638,-0.000915,0.010628,0.038261,0.110856,0.517374,0,trail,11
0.642583,-67.017380,317.978699,-0.000920,0.002708,0.009749,0.118141,0.516659,0,trail,11
0.675800,-67.017296,317.978882,-0.000930,0.002269,0.008170,0.109636,0.517053,0,trail,11
0.708484,-67.017143,317.979156,-0.000923,0.002889,0.010401,0.104623,0.514574,0,trail,11
0.741724,-67.016907,317.979553,-0.000903,0.010968,0.039485,0.115203,0.517144,0,trail,11
0.774800,-67.016930,317.979553,-0.000892,0.004376,0.015752,0.106020,0.513475,0,trail,11
0.807858,-67.016914,317.979614,-0.000923,0.003596,0.012944,0.110425,0.514652,0,trail,11
0.840223,-67.016914,317.979584,-0.000927,0.002161,0.007779,0.110952,0.514843,0,trail,11
0.873020,-67.016907,317.979614,-0.000903,0.001608,0.005789,0.108460,0.513680,0,trail,11
0.906270,-67.016899,317.979645,-0.000929,0.001302,0.004689,0.109954,0.514115,0,trail,11
0.939037,-67.016891,317.979675,-0.000904,0.000656,0.002360,0.108055,0.513777,0,trail,11
0.972941,-67.016876,317.979675,-0.000901,0.001994,0.007179,0.105176,0.513119,0,trail,11
1.006745,-67.016876,317.979675,-0.000901,0.000371,0.001336,0.105350,0.512631,0,trail,11
1.039043,-67.016876,317.979675,-0.000925,0.000000,0.000000,0.106134,0.512574,0,trail,11
1.071736,-67.016869,317.979675,-0.000910,0.002220,0.007992,0.106749,0.512767,0,trail,11
1.103988,-67.016869,317.979675,-0.000932,0.002982,0.010735,0.106405,0.513144,0,trail,11
1.137087,-67.016869,317.979675,-0.000894,0.002462,0.008862,0.106558,0.513293,0,trail,11
1.170021,-67.016869,317.979675,-0.000888,0.001381,0.004973,0.106552,0.513107,0,trail,11
1.203007,-67.016869,317.979675,-0.000907,0.001691,0.006088,0.105092,0.512691,0,trail,11
1.236595,-67.016869,317.979675,-0.000907,0.001542,0.005550,0.105900,0.512622,0,trail,11
1.269267,-67.016869,317.979675,-0.000937,0.001718,0.006185,0.103744,0.512378,0,trail,11
1.302896,-67.016869,317.979675,-0.000918,0.000042,0.000150,0.105357,0.512241,0,trail,11
1.335644,-67.016869,317.979675,-0.000909,0.001173,0.004221,0.106054,0.512501,0,trail,11
1.368891,-67.016869,317.979675,-0.000916,0.001020,0.003673,0.106504,0.512704,0,trail,11
1.401060,-67.016869,317.979675,-0.000907,0.001447,0.005210,0.106575,0.512923,0,trail,11
1.433984,-67.016869,317.979675,-0.000873,0.000668,0.002404,0.105456,0.512827,0,trail,11
1.467704,-67.016869,317.979675,-0.000869,0.001211,0.004359,0.106067,0.513207,0,trail,11
1.500193,-67.016869,317.979675,-0.000885,0.001277,0.004596,0.105699,0.512577,0,trail,11
1.533547,-67.016869,317.979675,-0.000883,0.000821,0.002956,0.103778,0.512419,0,trail,11
1.566375,-67.016869,317.979675,-0.000910,0.000264,0.000949,0.105627,0.512233,0,trail,11
1.599001,-67.016869,317.979675,-0.000902,0.000789,0.002842,0.105222,0.512196,0,trail,11
1.632073,-67.016869,317.979675,-0.000877,0.001105,0.003979,0.106570,0.512600,0,trail,11
1.665661,-67.016869,317.979675,-0.000913,0.002795,0.010062,0.102748,0.512357,0,trail,11
1.698626,-67.016869,317.979675,-0.000917,0.000688,0.002478,0.105631,0.512160,0,trail,11
1.731801,-67.016869,317.979675,-0.000894,0.000264,0.000952,0.105699,0.512103,0,trail,11
1.764426,-67.016869,317.979675,-0.000910,0.002384,0.008583,0.104472,0.512236,0,trail,11
