t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.034918,-66.988258,227.992264,-0.001074,0.041723,0.150204,0.213233,0.310334,0,trail,10
0.382314,-66.987022,227.995041,-0.001032,0.015620,0.056233,0.205803,0.301246,0,trail,10
0.415695,-66.987091,227.994873,-0.001059,0.008260,0.029735,0.207371,0.300576,0,trail,10
0.455049,-66.987160,227.994736,-0.001063,0.013274,0.047787,0.205439,0.298377,0,trail,10
0.488122,-66.987312,227.994415,-0.001059,0.009778,0.035200,0.204864,0.299381,0,trail,10
0.521424,-66.987503,227.993958,-0.001058,0.021944,0.078999,0.204620,0.299995,0,trail,10
0.554626,-66.987534,227.993866,-0.001060,0.003998,0.014392,0.206715,0.299149,0,trail,10
0.587243,-66.987762,227.993378,-0.001056,0.002516,0.009056,0.195623,0.295573,0,trail,10
0.620506,-66.987709,227.993484,-0.001115,0.016206,0.058343,0.211732,0.303914,0,trail,10
0.652837,-66.987907,227.993027,-0.001114,0.023094,0.083137,0.189245,0.295627,0,trail,10
0.686673,-66.987724,227.993408,-0.001060,0.011099,0.039955,0.193130,0.295567,0,trail,10
0.719279,-66.988022,227.992767,-0.001045,0.014996,0.053986,0.193786,0.295682,0,trail,10
0.751807,-66.988060,227.992645,-0.001048,0.021878,0.078760,0.192139,0.298316,0,trail,10
0.785164,-66.988037,227.992737,-0.001039,0.009329,0.033583,0.191152,0.295254,0,trail,10
0.818601,-66.988274,227.992218,-0.001047,0.023380,0.084170,0.187078,0.296989,0,trail,10
0.851530,-66.988380,227.991989,-0.001042,0.017704,0.063733,0.206245,0.303500,0,trail,10
0.884552,-66.988457,227.991806,-0.001051,0.013203,0.047532,0.198866,0.301346,0,trail,10
0.916845,-66.988434,227.991852,-0.001045,0.001701,0.006124,0.197705,0.299043,0,trail,10
0.949979,-66.988411,227.991913,-0.001042,0.001845,0.006641,0.202417,0.298922,0,trail,10
0.982967,-66.988403,227.991867,-0.001054,0.001496,0.005387,0.204531,0.299378,0,trail,10
1.017137,-66.988396,227.991837,-0.001034,0.002348,0.008454,0.205877,0.299418,0,trail,10
1.050693,-66.988396,227.991806,-0.001077,0.000779,0.002803,0.208396,0.299438,0,trail,10
1.083629,-66.988403,227.991791,-0.001073,0.001457,0.005245,0.206924,0.299103,0,trail,10
1.116762,-66.988411,227.991776,-0.001067,0.001446,0.005206,0.205821,0.299392,0,trail,10
1.150504,-66.988419,227.991776,-0.001070,0.000602,0.002168,0.208766,0.299758,0,trail,10
1.182947,-66.988419,227.991760,-0.001074,0.003346,0.012047,0.207541,0.300002,0,trail,10
1.216015,-66.988426,227.991760,-0.001041,0.001304,0.004694,0.205189,0.299448,0,trail,10
1.248847,-66.988426,227.991760,-0.001056,0.001392,0.005010,0.203941,0.299386,0,trail,10
1.282222,-66.988426,227.991760,-0.001056,0.001450,0.005219,0.204236,0.299451,0,trail,10
1.315814,-66.988426,227.991760,-0.001031,0.000214,0.000772,0.204951,0.299282,0,trail,10
1.349315,-66.988426,227.991760,-0.001042,0.000121,0.000437,0.203308,0.299042,0,trail,10
1.382487,-66.988426,227.991760,-0.001040,0.001558,0.005609,0.202774,0.299041,0,trail,10
1.415348,-66.988426,227.991760,-0.001057,0.000504,0.001813,0.204833,0.299181,0,trail,10
1.448340,-66.988426,227.991760,-0.001130,0.000000,0.000000,0.204443,0.298961,0,trail,10
1.481404,-66.988426,227.991760,-0.001096,0.002244,0.008078,0.203672,0.299249,0,trail,10
1.513812,-66.988426,227.991760,-0.001091,0.002532,0.009117,0.204653,0.299274,0,trail,10
1.547327,-66.988426,227.991760,-0.001085,0.001904,0.006855,0.204156,0.299085,0,trail,10
1.580487,-66.988426,227.991760,-0.001069,0.000430,0.001546,0.202768,0.298693,0,trail,10
