t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
0.035100,2.992052,-0.992160,-0.000944,0.016405,0.059059,0.989085,0.535909,0,trail,1
0.371472,2.982556,-0.990617,-0.000917,0.010084,0.036302,0.942099,0.541736,0,trail,1
0.404038,2.983319,-0.990609,-0.000929,0.027076,0.097473,0.950143,0.545887,0,trail,1
0.437830,2.982984,-0.990598,-0.000983,0.014774,0.053185,0.946658,0.542423,0,trail,1
0.470270,2.982910,-0.990606,-0.000950,0.011785,0.042427,0.967743,0.545229,0,trail,1
0.503684,2.982593,-0.990606,-0.000895,0.006826,0.024575,0.958979,0.543474,0,trail,1
0.536014,2.982414,-0.990595,-0.000926,0.020575,0.074068,0.939988,0.539911,0,trail,1
0.569715,2.982869,-0.990588,-0.000937,0.007233,0.026041,0.937284,0.539666,0,trail,1
0.602452,2.983561,-0.990584,-0.000932,0.025239,0.090860,0.931910,0.540106,0,trail,1
0.635333,2.982433,-0.990578,-0.000929,0.027829,0.100183,0.939803,0.539638,0,trail,1
0.668941,2.984239,-0.990568,-0.000932,0.029910,0.107675,0.918970,0.542702,0,trail,1
0.702930,2.984189,-0.990563,-0.000935,0.002951,0.010624,0.915084,0.537016,0,trail,1
0.735178,2.984736,-0.990568,-0.000904,0.027571,0.099254,0.959957,0.543047,0,trail,1
0.768729,2.983955,-0.990590,-0.000921,0.018805,0.067698,0.951365,0.542848,0,trail,1
0.801040,2.984503,-0.990574,-0.000927,0.016662,0.059983,0.954921,0.543186,0,trail,1
0.834054,2.983560,-0.990583,-0.000924,0.027742,0.099872,0.956895,0.545617,0,trail,1
0.867173,2.983600,-0.990578,-0.000916,0.005004,0.018014,0.960245,0.543878,0,trail,1
0.900347,2.983468,-0.990568,-0.000905,0.009950,0.035819,0.950750,0.543368,0,trail,1
0.932108,2.983102,-0.990576,-0.000931,0.012660,0.045575,0.919634,0.533620,0,trail,1
0.965045,2.983538,-0.990572,-0.000919,0.015105,0.054379,0.957852,0.545358,0,trail,1
